Link,Status,User_ID
https://www.facebook.com/groups/588844503184094/user/1543922287/,1,1543922287
https://www.facebook.com/groups/338131402554895/user/1819072523/,1,1819072523
https://www.facebook.com/groups/338131402554895/user/61550813439002/,1,61550813439002
https://www.facebook.com/groups/338131402554895/user/61550921482412/,1,61550921482412
https://www.facebook.com/groups/588844503184094/user/61550961027794/,1,61550961027794
https://www.facebook.com/groups/338131402554895/user/61550998631152/,1,61550998631152
https://www.facebook.com/groups/338131402554895/user/61551051420768/,1,61551051420768
https://www.facebook.com/groups/588844503184094/user/61551067163673/,1,61551067163673
https://www.facebook.com/groups/588844503184094/user/61551607269751/,1,61551607269751
https://www.facebook.com/groups/338131402554895/user/61551780033513/,1,61551780033513
https://www.facebook.com/groups/588844503184094/user/61551833263972/,1,61551833263972
https://www.facebook.com/groups/588844503184094/user/61552106198565/,0,61552106198565
https://www.facebook.com/groups/588844503184094/user/61552178978893/,1,61552178978893
https://www.facebook.com/groups/588844503184094/user/61552432386470/,1,61552432386470
https://www.facebook.com/groups/588844503184094/user/61552953680863/,1,61552953680863
https://www.facebook.com/groups/338131402554895/user/61553098091283/,0,61553098091283
https://www.facebook.com/groups/588844503184094/user/61553258565756/,1,61553258565756
https://www.facebook.com/groups/588844503184094/user/61553977438379/,0,61553977438379
https://www.facebook.com/groups/338131402554895/user/61554062324088/,1,61554062324088
https://www.facebook.com/groups/338131402554895/user/61554236423092/,0,61554236423092
https://www.facebook.com/groups/338131402554895/user/61554560881064/,1,61554560881064
https://www.facebook.com/groups/338131402554895/user/61554647022665/,0,61554647022665
https://www.facebook.com/groups/338131402554895/user/61554821667522/,0,61554821667522
https://www.facebook.com/groups/338131402554895/user/61554985589837/,0,61554985589837
https://www.facebook.com/groups/588844503184094/user/61555777632368/,0,61555777632368
https://www.facebook.com/groups/588844503184094/user/61555777900201/,0,61555777900201
https://www.facebook.com/groups/588844503184094/user/61556010602515/,0,61556010602515
https://www.facebook.com/groups/338131402554895/user/61556192927827/,0,61556192927827
https://www.facebook.com/groups/338131402554895/user/61556582427619/,0,61556582427619
https://www.facebook.com/groups/338131402554895/user/61556594680944/,0,61556594680944
https://www.facebook.com/groups/588844503184094/user/61557168773900/,0,61557168773900
https://www.facebook.com/groups/338131402554895/user/61557235829748/,0,61557235829748
https://www.facebook.com/groups/588844503184094/user/61557266167115/,0,61557266167115
https://www.facebook.com/groups/588844503184094/user/61557272133423/,0,61557272133423
https://www.facebook.com/groups/338131402554895/user/61557680141764/,0,61557680141764
